,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
11188,641,11,olacak,10.0,13.0,cop,ol,AUX,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut'}",,{'SpaceAfter': 'No'}
11189,641,12,.,10.0,33.0,punct,.,PUNCT,.,,,
11190,642,1,Sağlığın,2.0,27.0,nsubj,Sağlık,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
11191,642,2,bozulması,9.0,14.0,csubj,boz,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Tense': 'Pres', 'VerbForm': 'Vnoun', 'Voice': 'Pass'}",,
11192,642,3,Hitchcock,4.0,26.0,nmod:poss,Hitchcock,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11193,642,4,hayatının,7.0,26.0,nmod:poss,hayat,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11194,642,5,son,7.0,4.0,amod,son,ADJ,JJ,{'Number': 'Sing'},,
11195,642,6,yirmi,7.0,28.0,nummod,yirmi,NUM,CD,{'Number': 'Sing'},,
11196,642,7,yılında,9.0,30.0,obl,yıl,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11197,642,8,üretimini,9.0,29.0,obj,üretim,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11198,642,9,azalttı,0.0,35.0,root,azal,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
11199,642,10,.,9.0,33.0,punct,.,PUNCT,.,,,
11200,643,1,Hitchcock'un,2.0,26.0,nmod:poss,Hitchcock,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11201,643,2,filmleri,10.0,27.0,nsubj,film,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11202,643,3,bazen,10.0,3.0,advmod,bazen,ADV,RB,,,
11203,643,4,anneleriyle,5.0,30.0,obl,anne,NOUN,NN,"{'Case': 'Ins', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11204,643,5,olan,6.0,1.0,acl,ol,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
11205,643,6,ilişkilerinde,7.0,30.0,obl,ilişki,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11206,643,7,mücadele,9.0,1.0,acl,mücadele,NOUN,NN,{'Number': 'Sing'},,
11207,643,8,eden,7.0,11.0,compound:lvc,et,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
11208,643,9,karakterler,10.0,29.0,obj,karakter,NOUN,NN,{'Number': 'Plur'},,
11209,643,10,içerir,0.0,35.0,root,içer,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
11210,643,11,.,10.0,33.0,punct,.,PUNCT,.,,,
11211,644,1,Hitchcock,18.0,27.0,nsubj,Hitchcock,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11212,644,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11213,644,3,Bill,12.0,26.0,nmod,Bill,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11214,644,4,Gold,3.0,21.0,flat,Gold,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11215,644,5,ve,6.0,8.0,cc,ve,CCONJ,CCONJ,,,
11216,644,6,Saul,3.0,12.0,conj,Saul,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11217,644,7,Bass,6.0,21.0,flat,Bass,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11218,644,8,gibi,3.0,7.0,case,gibi,ADP,IN,,,
11219,644,9,gün,12.0,26.0,nmod:poss,gün,NOUN,NN,{'Number': 'Sing'},,
11220,644,10,film,11.0,11.0,compound,film,NOUN,NN,{'Number': 'Sing'},,
11221,644,11,poster,12.0,26.0,nmod:poss,poster,NOUN,NN,{'Number': 'Sing'},,
11222,644,12,tasarımcılarının,15.0,26.0,nmod:poss,tasarımcı,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
11223,644,13,en,14.0,3.0,advmod,en,ADV,RB,,,
11224,644,14,iyi,15.0,4.0,amod,iyi,ADJ,JJ,{'Number': 'Sing'},,
11225,644,15,yeteneği,17.0,26.0,nmod,yetenek,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11226,644,16,ile,15.0,7.0,case,ile,ADP,IN,,,
11227,644,17,çalışmayı,18.0,9.0,ccomp,çalış,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Acc', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11228,644,18,tercih,0.0,35.0,root,tercih,NOUN,NN,{'Number': 'Sing'},,
11229,644,19,etti,18.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
11230,644,20,ve,27.0,8.0,cc,ve,CCONJ,CCONJ,,,
11231,644,21,filmleri,24.0,29.0,obj,filmi,NOUN,NN,"{'Case': 'Acc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11232,644,22,doğru,23.0,4.0,amod,doğru,ADJ,JJ,{'Number': 'Sing'},,
11233,644,23,biçimde,24.0,30.0,obl,biçim,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11234,644,24,temsil,26.0,1.0,acl,temsil,NOUN,NN,{'Number': 'Sing'},,
11235,644,25,eden,24.0,11.0,compound:lvc,et,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
11236,644,26,posterler,27.0,29.0,obj,poster,NOUN,NN,{'Number': 'Plur'},,
11237,644,27,üretecekti,18.0,12.0,conj,üretecek,VERB,VB,"{'Aspect': 'Prosp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
11238,644,28,.,27.0,33.0,punct,.,PUNCT,.,,,
11239,645,1,Zihinsel,3.0,4.0,amod,Zihinsel,ADJ,JJ,{'Number': 'Sing'},,
11240,645,2,bir,3.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11241,645,3,çatışma,19.0,27.0,nsubj,çatış,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,{'SpaceAfter': 'No'}
11242,645,4,",",3.0,33.0,punct,",",PUNCT,",",,,
11243,645,5,Herzl'i,19.0,29.0,obj,Herzl,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
11244,645,6,edebi,7.0,4.0,amod,edebi,ADJ,JJ,{'Number': 'Sing'},,
11245,645,7,başarı,9.0,26.0,nmod,başarı,NOUN,NN,{'Number': 'Sing'},,
11246,645,8,için,7.0,7.0,case,için,ADP,IN,,,
11247,645,9,özlem,18.0,26.0,nmod:poss,özlem,NOUN,NN,{'Number': 'Sing'},,
11248,645,10,ile,17.0,8.0,cc,ile,CCONJ,CCONJ,,,
11249,645,11,halka,14.0,26.0,nmod,halk,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,{'ToDo': 'nmod'}
11250,645,12,ait,11.0,7.0,case,ait,ADP,IN,,,
11251,645,13,bir,14.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11252,645,14,figür,16.0,2.0,advcl,figür,NOUN,NN,{'Number': 'Sing'},,
11253,645,15,olarak,14.0,13.0,cop,ol,AUX,CRB,{'Polarity': 'Pos'},,
11254,645,16,davranma,17.0,26.0,nmod:poss,davran,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Nom', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11255,645,17,arzusu,9.0,12.0,conj,arzu,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11256,645,18,arasında,19.0,30.0,obl,ara,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11257,645,19,kavradı,0.0,35.0,root,kavra,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11258,645,20,.,19.0,33.0,punct,.,PUNCT,.,,,
11259,646,1,10,2.0,28.0,nummod,10,NUM,CD,{'Number': 'Sing'},,
11260,646,2,Mart,3.0,11.0,compound,mart,NOUN,NN,{'Number': 'Sing'},,
11261,646,3,1896'da,14.0,30.0,obl,1896,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11262,646,4,Herzl,14.0,27.0,nsubj,Herzl,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11263,646,5,",",4.0,33.0,punct,",",PUNCT,",",,,
11264,646,6,İngiliz,7.0,26.0,nmod:poss,İngiliz,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11265,646,7,Büyükelçiliği,9.0,26.0,nmod:poss,büyükelçilik,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
11266,646,8,Anglikan,9.0,26.0,nmod:poss,Anglikan,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11267,646,9,bakanı,13.0,26.0,nmod:poss,bakan,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11268,646,10,rahip,11.0,26.0,nmod,rah,NOUN,NN,{'Number': 'Sing'},,
11269,646,11,William,9.0,5.0,appos,William,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11270,646,12,Hechler,11.0,21.0,flat,Hech,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11271,646,13,tarafından,14.0,30.0,obl,taraf,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11272,646,14,ziyaret,0.0,35.0,root,ziyaret,NOUN,NN,{'Number': 'Sing'},,
11273,646,15,edildi,14.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
11274,646,16,.,14.0,33.0,punct,.,PUNCT,.,,,
11275,647,1,Bir,2.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11276,647,2,bölüm,9.0,30.0,obl,bölüm,NOUN,NN,{'Number': 'Sing'},,
11277,647,3,boyunca,2.0,7.0,case,boyunca,ADP,IN,"{'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
11278,647,4,",",2.0,33.0,punct,",",PUNCT,",",,,
11279,647,5,usta,7.0,4.0,amod,usta,NOUN,NN,{'Number': 'Sing'},,
11280,647,6,bir,7.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11281,647,7,gitarist,9.0,14.0,csubj,gitarist,NOUN,NN,{'Number': 'Sing'},,
11282,647,8,olduğu,7.0,13.0,cop,ol,AUX,VN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11283,647,9,gösterildi,0.0,35.0,root,göster,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
11284,647,10,.,9.0,33.0,punct,.,PUNCT,.,,,
11285,648,1,Lenny,9.0,27.0,nsubj,Lenny,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11286,648,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11287,648,3,kadınlarla,4.0,29.0,obj,kadın,NOUN,NN,"{'Case': 'Ins', 'Number': 'Plur'}",,{'ToDo': 'nmod'}
11288,648,4,ilgili,5.0,4.0,amod,ilgili,ADJ,JJ,{'Number': 'Sing'},,
11289,648,5,şanssızlık,6.0,29.0,obj,şanssızlık,NOUN,NN,{'Number': 'Sing'},,
11290,648,6,yaşayan,9.0,1.0,acl,yaşa,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
11291,648,7,sürekli,9.0,4.0,amod,sürekli,ADJ,JJ,,,
11292,648,8,bir,9.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11293,648,9,bekar,0.0,35.0,root,bekar,NOUN,NN,{'Number': 'Sing'},,{'SpaceAfter': 'No'}
11294,648,10,.,9.0,33.0,punct,.,PUNCT,.,,,
11295,649,1,Bir,2.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11296,649,2,keresinde,11.0,30.0,obl,kere,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
11297,649,3,",",2.0,33.0,punct,",",PUNCT,",",,,
11298,649,4,hedefi,5.0,27.0,nsubj,hedef,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11299,649,5,Homer,9.0,1.0,acl,Homer,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11300,649,6,olan,5.0,13.0,cop,ol,AUX,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
11301,649,7,gizli,9.0,4.0,amod,gizli,ADJ,JJ,{'Number': 'Sing'},,
11302,649,8,bir,9.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11303,649,9,ajan,11.0,14.0,csubj,ajan,NOUN,NN,{'Number': 'Sing'},,
11304,649,10,olduğu,9.0,13.0,cop,ol,AUX,VN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11305,649,11,ima,0.0,35.0,root,ima,NOUN,NN,{'Number': 'Sing'},,
11306,649,12,edilir,11.0,11.0,compound:lvc,ed,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
11307,649,13,.,11.0,33.0,punct,.,PUNCT,.,,,
11308,650,1,Winstone,14.0,27.0,nsubj,Winstone,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11309,650,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11310,650,3,drama,4.0,29.0,obj,dram,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
11311,650,4,izlemeye,6.0,23.0,iobj,izle,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
11312,650,5,karar,6.0,29.0,obj,karar,NOUN,NN,{'Number': 'Sing'},,
11313,650,6,verdikten,14.0,2.0,advcl,ver,NOUN,VN,"{'Case': 'Abl', 'Number': 'Sing', 'Polarity': 'Pos'}",,
11314,650,7,sonra,6.0,7.0,case,sonra,ADP,IN,,,{'SpaceAfter': 'No'}
11315,650,8,",",6.0,33.0,punct,",",PUNCT,",",,,
11317,650,9,Hammersmith'te,11.0,4.0,amod,Hammersmith,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
11318,650,10,ki,9.0,7.0,case,ki,ADP,JJ,,,
11319,650,11,Corona,14.0,23.0,iobj,Coron,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11320,650,12,Sahne,11.0,21.0,flat,sahne,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
11321,650,13,Akademisi'ne,11.0,21.0,flat,Akademisi,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
11322,650,14,kaydoldu,0.0,35.0,root,kaydol,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11323,650,15,.,14.0,33.0,punct,.,PUNCT,.,,,
11324,651,1,Winstone,10.0,27.0,nsubj,Winstone,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11325,651,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11326,651,3,1979'da,6.0,30.0,obl,1979,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11327,651,4,That,6.0,29.0,obj,That,X,FW,,,{'Proper': 'True'}
11328,651,5,Summer'ı,4.0,21.0,flat,Summer,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
11329,651,6,çekerken,10.0,2.0,advcl,çek,VERB,CRB,"{'Aspect': 'Hab', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Conv'}",,
11330,651,7,karısı,10.0,29.0,obj,karı,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11331,651,8,Elaine,7.0,5.0,appos,Ela,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11332,651,9,ile,8.0,7.0,case,ile,ADP,IN,,,
11333,651,10,tanıştı,0.0,35.0,root,tanış,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11334,651,11,.,10.0,33.0,punct,.,PUNCT,.,,,
11335,652,1,Winstone,12.0,27.0,nsubj,Winstone,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11336,652,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11337,652,3,4,4.0,28.0,nummod,4,NUM,CD,{'Number': 'Sing'},,
11338,652,4,Ekim,5.0,11.0,compound,Ekim,NOUN,NN,{'Number': 'Sing'},,
11339,652,5,1988'de,12.0,30.0,obl,1988,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11340,652,6,ve,10.0,8.0,cc,ve,CCONJ,CCONJ,,,
11341,652,7,yine,12.0,3.0,advmod,yine,ADV,RB,,,
11342,652,8,19,9.0,28.0,nummod,19,NUM,CD,{'Number': 'Sing'},,
11343,652,9,Mart,10.0,11.0,compound,mart,NOUN,NN,{'Number': 'Sing'},,
11344,652,10,1993'te,5.0,12.0,conj,1993,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11345,652,11,iflas,12.0,29.0,obj,iflas,NOUN,NN,{'Number': 'Sing'},,
11346,652,12,ilan,0.0,35.0,root,ilan,NOUN,NN,{'Number': 'Sing'},,
11347,652,13,etti,12.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11348,652,14,.,12.0,33.0,punct,.,PUNCT,.,,,
11349,653,1,Disney,11.0,27.0,nsubj,Disney,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
11350,653,2,ayrıca,11.0,3.0,advmod,ayrıca,ADV,RB,,,
11351,653,3,Universal'in,9.0,27.0,nsubj,Universal,PROPN,PROPN,"{'Case': 'Gen', 'Number': 'Sing'}",,{'Proper': 'True'}
11352,653,4,Oswald'a,8.0,26.0,nmod,Oswald,PROPN,PROPN,"{'Case': 'Dat', 'Number': 'Sing'}",,{'Proper': 'True'}
11353,653,5,ait,4.0,7.0,case,ait,ADP,IN,,,
11354,653,6,fikri,7.0,11.0,compound,fikir,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11355,653,7,mülkiyet,8.0,26.0,nmod:poss,mülkiyet,NOUN,NN,{'Number': 'Sing'},,
11356,653,8,haklarına,9.0,29.0,obj,hak,NOUN,NN,"{'Case': 'Dat', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11357,653,9,sahip,11.0,9.0,ccomp,sahip,ADJ,JJ,{'Number': 'Sing'},,
11358,653,10,olduğunu,9.0,13.0,cop,ol,AUX,VN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
11359,653,11,öğrendi,0.0,35.0,root,öğren,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11360,653,12,.,11.0,33.0,punct,.,PUNCT,.,,,
11361,654,1,Disney,17.0,27.0,nsubj,Disney,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
11362,654,2,",",1.0,33.0,punct,",",PUNCT,",",,,
11363,654,3,bir,5.0,28.0,nummod,bir,NUM,CD,"{'Definite': 'Ind', 'Number': 'Sing', 'Polarity': 'Pos'}",,{'orig_deprel': 'nummod'}
11364,654,4,tam,5.0,4.0,amod,tam,ADJ,JJ,{'Number': 'Sing'},,
11365,654,5,boyutlu,11.0,3.0,advmod,boyutli,ADJ,JJ,{'Number': 'Sing'},,{'orig_deprel': 'compound'}
11366,654,6,ve,10.0,8.0,cc,ve,CCONJ,CCONJ,,,{'ToDo': 'cc-after-conj'}
11367,654,7,yedi,10.0,28.0,nummod,yedi,NUM,CD,{'Number': 'Sing'},,
11368,654,8,minyatür,10.0,4.0,amod,minyatür,NOUN,NN,{'Number': 'Sing'},,
11369,654,9,Oscar,10.0,26.0,nmod:poss,Oscar,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11370,654,10,heykelciklerinden,5.0,12.0,conj,heykelcik,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,
11371,654,11,oluşan,16.0,1.0,acl,oluş,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
11372,654,12,başka,16.0,4.0,amod,başka,ADJ,JJ,{'Number': 'Sing'},,
11373,654,13,bir,16.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11374,654,14,Onursal,16.0,4.0,amod,Onursal,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
11375,654,15,Akademi,16.0,26.0,nmod:poss,Akade,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
11376,654,16,Ödülü,17.0,29.0,obj,ödül,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
11377,654,17,kazandı,0.0,35.0,root,kazan,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11378,654,18,.,17.0,33.0,punct,.,PUNCT,.,,,
11379,655,1,Bu,2.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
11380,655,2,kart,16.0,27.0,nsubj,kart,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
11381,655,3,kitap,8.0,26.0,nmod,kitap,NOUN,NN,{'Number': 'Sing'},,
11382,655,4,ve,5.0,8.0,cc,ve,CCONJ,CCONJ,,,
11383,655,5,üniforma,3.0,12.0,conj,üniforma,NOUN,NN,{'Number': 'Sing'},,
11384,655,6,gibi,3.0,7.0,case,gibi,ADP,IN,,,
11385,655,7,okul,8.0,26.0,nmod:poss,okul,NOUN,NN,{'Number': 'Sing'},,
11386,655,8,ihtiyaçlarını,9.0,29.0,obj,ihtiyaç,NOUN,NN,"{'Case': 'Acc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
11387,655,9,satın,16.0,2.0,advcl,satın,NOUN,NN,{'Number': 'Sing'},,
11388,655,10,almak,9.0,11.0,compound,al,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
11389,655,11,için,9.0,7.0,case,için,ADP,IN,,,
11390,655,12,ATM'lerden,13.0,30.0,obl,ATM'ler,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur'}",,
11391,655,13,çekilebilecek,15.0,1.0,acl,çekilebil,VERB,VJ,"{'Aspect': 'Perf', 'Mood': 'Pot', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Part', 'Voice': 'Pass'}",,
11392,655,14,bir,15.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
11393,655,15,avans,16.0,29.0,obj,avans,NOUN,NN,{'Number': 'Sing'},,
11394,655,16,sağlar,0.0,35.0,root,sağla,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'Gen', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,{'SpaceAfter': 'No'}
11395,655,17,.,16.0,33.0,punct,.,PUNCT,.,,,
11396,656,1,Ayrıca,11.0,3.0,advmod,ayrıca,ADV,RB,,,
11397,656,2,2013'te,3.0,30.0,obl,2013,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'orig_deprel': 'obl:tmod'}
11398,656,3,beş,8.0,28.0,nummod,beş,NUM,CD,"{'Number': 'Sing', 'NumType': 'Ord'}",,{'orig_deprel': 'nummod'}
11399,656,4,ve,6.0,8.0,cc,ve,CCONJ,CCONJ,,,{'ToDo': 'cc-after-conj'}
11400,656,5,2014'te,8.0,30.0,obl,2014,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
11401,656,6,dört,3.0,12.0,conj,dört,NUM,CD,{'Number': 'Sing'},,
11402,656,7,geleneksel,8.0,4.0,amod,geleneksel,ADJ,JJ,{'Number': 'Sing'},,
11403,656,8,pazar,11.0,29.0,obj,pazar,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
11404,656,9,inşa,11.0,2.0,advcl,inşa,NOUN,NN,{'Number': 'Sing'},,
11405,656,10,edip,9.0,11.0,compound:lvc,et,ADV,CRB,,,
11406,656,11,yeniledi,0.0,35.0,root,yenile,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
11407,656,12,.,11.0,33.0,punct,.,PUNCT,.,,,
